case_id,event_time
SYN-00333,2026-03-10
SYN-00333,2026-06-13
SYN-00333,2026-06-13
SYN-00334,2026-04-03
SYN-00334,2026-09-27
SYN-00334,2026-09-27
SYN-00335,2026-02-22
SYN-00335,2026-05-30
SYN-00335,2026-05-30
SYN-00336,2026-01-11
SYN-00336,2026-05-18
SYN-00336,2026-05-18
SYN-00337,2026-01-18
SYN-00337,2026-02-23
SYN-00337,2026-02-23
SYN-00338,2026-05-14
SYN-00338,2026-07-23
SYN-00338,2026-07-23
SYN-00339,2026-03-18
SYN-00339,2026-08-12
SYN-00339,2026-08-12
SYN-00339,2026-08-12
SYN-00340,2026-08-04
SYN-00340,2026-09-22
SYN-00340,2026-09-22
SYN-00341,2026-06-23
SYN-00341,2026-10-23
SYN-00341,2026-10-23
SYN-00342,2026-05-12
SYN-00342,2026-09-18
SYN-00342,2026-09-18
SYN-00343,2025-10-29
SYN-00343,2026-01-15
SYN-00343,2026-01-15
SYN-00344,2026-06-16
SYN-00344,2026-11-05
SYN-00344,2026-11-05
SYN-00345,2026-04-12
SYN-00345,2026-09-02
SYN-00345,2026-09-02
SYN-00346,2025-09-01
SYN-00346,2025-12-13
SYN-00346,2025-12-13
SYN-00347,2025-11-06
SYN-00347,2026-05-07
SYN-00347,2026-05-07
SYN-00348,2026-03-13
SYN-00348,2026-09-04
SYN-00348,2026-09-04
SYN-00349,2026-02-13
SYN-00349,2026-06-14
SYN-00349,2026-06-14
SYN-00350,2026-05-25
SYN-00350,2026-06-29
SYN-00350,2026-06-29
SYN-00351,2026-04-26
SYN-00351,2026-07-19
SYN-00351,2026-07-19
SYN-00352,2026-06-21
SYN-00352,2026-10-12
SYN-00352,2026-10-12
SYN-00353,2026-06-23
SYN-00353,2026-09-12
SYN-00353,2026-09-12
SYN-00354,2025-12-24
SYN-00354,2026-05-18
SYN-00354,2026-05-18
SYN-00355,2026-08-04
SYN-00355,2026-12-27
SYN-00355,2026-12-27
SYN-00356,2025-10-13
SYN-00356,2026-04-04
SYN-00356,2026-04-04
SYN-00357,2025-11-01
SYN-00357,2026-04-20
SYN-00357,2026-04-20
SYN-00358,2026-07-17
SYN-00358,2026-10-24
SYN-00358,2026-10-24
SYN-00359,2026-08-01
SYN-00360,2026-04-16
SYN-00360,2026-08-04
SYN-00360,2026-08-04
SYN-00361,2026-02-26
SYN-00361,2026-09-11
SYN-00361,2026-09-11
SYN-00362,2026-02-21
SYN-00362,2026-08-03
SYN-00362,2026-08-03
SYN-00363,2026-06-22
SYN-00363,2026-07-27
SYN-00363,2026-07-27
SYN-00364,2026-02-25
SYN-00364,2026-04-12
SYN-00364,2026-04-12
SYN-00365,2026-05-25
SYN-00365,2026-09-12
SYN-00365,2026-09-12
SYN-00366,2026-07-11
SYN-00366,2026-08-19
SYN-00366,2026-08-19
SYN-00367,2026-02-19
SYN-00367,2026-02-19
SYN-00367,2026-04-12
SYN-00367,2026-04-12
SYN-00368,2026-04-01
SYN-00368,2026-04-01
SYN-00368,2026-09-26
SYN-00368,2026-09-26
SYN-00369,2026-05-31
SYN-00369,2026-11-18
SYN-00369,2026-11-18
SYN-00370,2025-10-12
SYN-00370,2025-10-12
SYN-00370,2026-01-21
SYN-00370,2026-01-21
SYN-00371,2025-10-23
SYN-00371,2026-02-10
SYN-00371,2026-02-10
SYN-00372,2025-09-10
SYN-00372,2025-12-21
SYN-00372,2025-12-21
SYN-00373,2026-03-06
SYN-00373,2026-09-20
SYN-00373,2026-09-20
SYN-00374,2025-11-28
SYN-00374,2026-05-18
SYN-00374,2026-05-18
SYN-00375,2026-06-12
SYN-00375,2026-12-01
SYN-00375,2026-12-01
SYN-00376,2026-02-05
SYN-00376,2026-02-05
SYN-00376,2026-07-18
SYN-00376,2026-07-18
SYN-00377,2026-05-17
SYN-00377,2026-07-24
SYN-00377,2026-07-24
SYN-00378,2026-07-06
SYN-00378,2026-11-07
SYN-00378,2026-11-07
SYN-00379,2026-08-13
SYN-00380,2025-10-04
SYN-00380,2026-02-11
SYN-00380,2026-02-11
SYN-00381,2025-10-31
SYN-00381,2026-04-19
SYN-00381,2026-04-19
SYN-00382,2025-11-30
SYN-00382,2026-05-30
SYN-00382,2026-05-30
SYN-00383,2026-01-27
SYN-00383,2026-08-13
SYN-00383,2026-08-13
SYN-00384,2025-11-03
SYN-00384,2026-05-11
SYN-00384,2026-05-11
SYN-00385,2026-06-26
SYN-00385,2026-08-23
SYN-00385,2026-08-23
SYN-00386,2026-07-12
SYN-00386,2026-10-17
SYN-00386,2026-10-17
SYN-00387,2026-08-26
SYN-00388,2026-06-16
SYN-00388,2026-12-16
SYN-00388,2026-12-16
SYN-00389,2026-01-22
SYN-00389,2026-07-18
SYN-00389,2026-07-18
SYN-00390,2025-12-02
SYN-00390,2026-02-17
SYN-00390,2026-02-17
SYN-00391,2026-04-15
SYN-00391,2026-04-15
SYN-00391,2026-06-16
SYN-00391,2026-06-16
SYN-00391,2026-06-16
SYN-00392,2025-09-30
SYN-00392,2026-01-10
SYN-00392,2026-01-10
SYN-00393,2026-05-04
SYN-00393,2026-10-17
SYN-00393,2026-10-17
SYN-00394,2026-05-09
SYN-00394,2026-10-21
SYN-00394,2026-10-21
SYN-00395,2026-04-17
SYN-00395,2026-08-20
SYN-00395,2026-08-20
SYN-00396,2026-06-17
SYN-00396,2026-08-25
SYN-00396,2026-08-25
SYN-00396,2026-08-25
SYN-00397,2025-09-09
SYN-00397,2026-01-09
SYN-00397,2026-01-09
SYN-00398,2025-12-29
SYN-00398,2026-04-21
SYN-00398,2026-04-21
SYN-00399,2025-12-23
SYN-00399,2026-04-03
SYN-00399,2026-04-03
SYN-00400,2025-11-22
SYN-00400,2026-05-18
SYN-00400,2026-05-18
SYN-00401,2026-07-13
SYN-00401,2026-09-14
SYN-00401,2026-09-14
SYN-00402,2026-03-15
SYN-00402,2026-08-12
SYN-00402,2026-08-12
SYN-00403,2026-08-01
SYN-00403,2026-11-13
SYN-00403,2026-11-13
SYN-00404,2025-10-11
SYN-00404,2026-03-03
SYN-00404,2026-03-03
SYN-00405,2026-08-02
SYN-00405,2026-08-02
SYN-00405,2026-10-30
SYN-00405,2026-10-30
SYN-00406,2026-03-15
SYN-00406,2026-09-25
SYN-00406,2026-09-25
SYN-00407,2026-01-13
SYN-00407,2026-04-24
SYN-00407,2026-04-24
SYN-00408,2026-03-31
SYN-00408,2026-06-18
SYN-00408,2026-06-18
SYN-00409,2025-12-04
SYN-00409,2026-03-03
SYN-00409,2026-03-03
SYN-00410,2025-09-10
SYN-00410,2025-12-13
SYN-00410,2025-12-13
SYN-00410,2025-12-13
SYN-00411,2025-10-26
SYN-00411,2025-12-01
SYN-00411,2025-12-01
SYN-00412,2026-01-13
SYN-00412,2026-04-01
SYN-00412,2026-04-01
SYN-00413,2026-08-14
SYN-00413,2026-10-17
SYN-00413,2026-10-17
SYN-00414,2025-12-13
SYN-00414,2026-04-19
SYN-00414,2026-04-19
SYN-00414,2026-04-19
SYN-00415,2025-10-09
SYN-00415,2026-03-09
SYN-00415,2026-03-09
SYN-00416,2026-01-14
SYN-00416,2026-06-27
SYN-00416,2026-06-27
SYN-00417,2025-09-03
SYN-00417,2025-10-28
SYN-00417,2025-10-28
SYN-00418,2025-11-03
SYN-00418,2026-01-09
SYN-00418,2026-01-09
SYN-00419,2026-01-07
SYN-00419,2026-04-20
SYN-00419,2026-04-20
SYN-00420,2026-05-30
SYN-00420,2026-08-10
SYN-00420,2026-08-10
SYN-00421,2026-06-03
SYN-00421,2026-08-16
SYN-00421,2026-08-16
SYN-00421,2026-08-16
SYN-00422,2025-11-21
SYN-00422,2026-06-02
SYN-00422,2026-06-02
SYN-00423,2025-12-10
SYN-00423,2026-04-29
SYN-00423,2026-04-29
SYN-00424,2025-11-03
SYN-00424,2025-12-19
SYN-00424,2025-12-19
SYN-00425,2026-06-27
SYN-00425,2027-01-05
SYN-00425,2027-01-05
SYN-00426,2026-07-26
SYN-00426,2026-10-11
SYN-00426,2026-10-11
SYN-00427,2026-05-02
SYN-00427,2026-07-24
SYN-00427,2026-07-24
SYN-00428,2026-07-10
SYN-00428,2027-01-11
SYN-00428,2027-01-11
SYN-00429,2025-09-10
SYN-00429,2026-03-28
SYN-00429,2026-03-28
SYN-00430,2025-11-18
SYN-00430,2026-03-20
SYN-00430,2026-03-20
SYN-00431,2025-11-21
SYN-00431,2026-04-04
SYN-00431,2026-04-04
SYN-00432,2026-02-15
SYN-00432,2026-08-20
SYN-00432,2026-08-20
SYN-00432,2026-08-20
SYN-00433,2026-08-20
SYN-00433,2026-10-11
SYN-00433,2026-10-11
SYN-00434,2026-04-26
SYN-00434,2026-09-03
SYN-00434,2026-09-03
SYN-00435,2026-05-11
SYN-00435,2026-11-16
SYN-00435,2026-11-16
SYN-00436,2025-11-18
SYN-00436,2026-01-08
SYN-00436,2026-01-08
SYN-00437,2025-09-23
SYN-00437,2026-03-21
SYN-00437,2026-03-21
SYN-00438,2025-10-16
SYN-00438,2025-11-24
SYN-00438,2025-11-24
SYN-00439,2026-05-30
SYN-00439,2026-10-12
SYN-00439,2026-10-12
SYN-00440,2025-09-11
SYN-00440,2025-10-22
SYN-00440,2025-10-22
SYN-00441,2026-04-23
SYN-00441,2026-06-26
SYN-00441,2026-06-26
SYN-00442,2026-03-22
SYN-00442,2026-06-24
SYN-00442,2026-06-24
SYN-00443,2025-10-21
SYN-00443,2026-01-15
SYN-00443,2026-01-15
SYN-00444,2025-12-31
SYN-00444,2026-05-08
SYN-00444,2026-05-08
SYN-00445,2026-04-13
SYN-00445,2026-09-13
SYN-00445,2026-09-13
SYN-00446,2026-04-20
SYN-00446,2026-08-15
SYN-00446,2026-08-15
SYN-00447,2026-02-23
SYN-00447,2026-06-14
SYN-00447,2026-06-14
SYN-00448,2025-09-14
SYN-00448,2025-11-16
SYN-00448,2025-11-16
SYN-00449,2025-12-22
SYN-00449,2026-03-13
SYN-00449,2026-03-13
SYN-00449,2026-03-13
SYN-00450,2026-03-25
SYN-00450,2026-09-29
SYN-00450,2026-09-29
SYN-00451,2026-07-17
SYN-00452,2026-07-15
SYN-00452,2026-12-10
SYN-00452,2026-12-10
SYN-00453,2026-07-16
SYN-00453,2026-07-16
SYN-00453,2026-12-21
SYN-00453,2026-12-21
SYN-00454,2026-08-05
SYN-00454,2026-09-05
SYN-00454,2026-09-05
SYN-00455,2025-12-29
SYN-00455,2026-06-17
SYN-00455,2026-06-17
SYN-00456,2025-11-23
SYN-00456,2026-05-22
SYN-00456,2026-05-22
SYN-00457,2025-12-05
SYN-00457,2026-06-21
SYN-00457,2026-06-21
SYN-00458,2026-01-14
SYN-00458,2026-03-04
SYN-00458,2026-03-04
SYN-00459,2025-10-18
SYN-00459,2026-01-06
SYN-00459,2026-01-06
SYN-00460,2026-07-25
SYN-00460,2026-11-18
SYN-00460,2026-11-18
SYN-00461,2025-09-07
SYN-00461,2026-01-24
SYN-00461,2026-01-24
SYN-00462,2026-01-26
SYN-00462,2026-03-06
SYN-00462,2026-03-06
SYN-00463,2025-10-21
SYN-00463,2026-03-23
SYN-00463,2026-03-23
SYN-00464,2026-06-25
SYN-00464,2026-12-27
SYN-00464,2026-12-27
SYN-00465,2025-09-08
SYN-00465,2025-11-30
SYN-00465,2025-11-30
SYN-00466,2026-08-26
SYN-00466,2026-12-22
SYN-00466,2026-12-22
SYN-00467,2025-11-11
SYN-00467,2026-04-03
SYN-00467,2026-04-03
SYN-00468,2026-07-25
SYN-00468,2026-10-03
SYN-00468,2026-10-03
SYN-00469,2026-04-12
SYN-00469,2026-10-03
SYN-00469,2026-10-03
SYN-00470,2026-07-14
SYN-00470,2027-01-03
SYN-00470,2027-01-03
SYN-00471,2026-02-04
SYN-00471,2026-03-23
SYN-00471,2026-03-23
SYN-00472,2026-01-20
SYN-00472,2026-01-20
SYN-00472,2026-03-30
SYN-00472,2026-03-30
SYN-00473,2026-06-10
SYN-00473,2026-08-20
SYN-00473,2026-08-20
SYN-00474,2026-03-08
SYN-00474,2026-06-22
SYN-00474,2026-06-22
SYN-00475,2026-06-11
SYN-00475,2026-09-26
SYN-00475,2026-09-26
SYN-00476,2026-02-23
SYN-00476,2026-06-04
SYN-00476,2026-06-04
SYN-00477,2025-09-15
SYN-00477,2026-01-19
SYN-00477,2026-01-19
SYN-00478,2026-01-27
SYN-00478,2026-06-26
SYN-00478,2026-06-26
SYN-00479,2026-02-07
SYN-00479,2026-07-03
SYN-00479,2026-07-03
SYN-00480,2025-11-13
SYN-00480,2026-04-01
SYN-00480,2026-04-01
SYN-00481,2026-01-25
SYN-00481,2026-03-18
SYN-00481,2026-03-18
SYN-00482,2025-10-23
SYN-00482,2026-05-07
SYN-00482,2026-05-07
SYN-00483,2025-10-19
SYN-00483,2026-02-02
SYN-00483,2026-02-02
SYN-00484,2025-10-01
SYN-00484,2025-12-28
SYN-00484,2025-12-28
SYN-00484,2025-12-28
SYN-00485,2026-07-27
SYN-00485,2027-01-02
SYN-00485,2027-01-02
SYN-00486,2026-03-19
SYN-00486,2026-09-21
SYN-00486,2026-09-21
SYN-00487,2026-03-02
SYN-00487,2026-08-25
SYN-00487,2026-08-25
SYN-00488,2025-11-01
SYN-00488,2026-01-13
SYN-00488,2026-01-13
SYN-00489,2026-05-01
SYN-00489,2026-07-29
SYN-00489,2026-07-29
SYN-00490,2025-10-14
SYN-00490,2026-02-10
SYN-00490,2026-02-10
SYN-00490,2026-02-10
SYN-00491,2025-09-23
SYN-00491,2026-03-05
SYN-00491,2026-03-05
SYN-00492,2026-08-25
SYN-00492,2026-12-02
SYN-00492,2026-12-02
SYN-00493,2025-12-01
SYN-00493,2026-03-07
SYN-00493,2026-03-07
SYN-00494,2025-12-08
SYN-00494,2026-06-05
SYN-00494,2026-06-05
SYN-00495,2025-12-16
SYN-00495,2026-06-05
SYN-00495,2026-06-05
SYN-00496,2026-04-09
SYN-00496,2026-10-18
SYN-00496,2026-10-18
SYN-00497,2026-02-17
SYN-00497,2026-06-10
SYN-00497,2026-06-10
SYN-00498,2026-03-25
SYN-00498,2026-09-08
SYN-00498,2026-09-08
SYN-00499,2026-02-04
SYN-00499,2026-02-04
SYN-00499,2026-04-13
SYN-00499,2026-04-13
SYN-00500,2025-10-16
SYN-00500,2025-12-19
SYN-00500,2025-12-19
SYN-00501,2026-07-24
SYN-00501,2026-10-25
SYN-00501,2026-10-25
SYN-00502,2025-12-23
SYN-00502,2026-05-23
SYN-00502,2026-05-23
SYN-00503,2026-06-26
SYN-00503,2027-01-02
SYN-00503,2027-01-02
SYN-00504,2026-05-22
SYN-00504,2026-10-21
SYN-00504,2026-10-21
SYN-00505,2026-08-17
SYN-00505,2026-12-17
SYN-00505,2026-12-17
SYN-00506,2026-07-09
SYN-00506,2026-12-06
SYN-00506,2026-12-06
SYN-00507,2025-09-25
SYN-00507,2025-11-23
SYN-00507,2025-11-23
SYN-00508,2025-12-14
SYN-00508,2026-05-01
SYN-00508,2026-05-01
SYN-00509,2025-09-21
SYN-00509,2025-11-16
SYN-00509,2025-11-16
SYN-00510,2025-09-20
SYN-00510,2026-02-04
SYN-00510,2026-02-04
SYN-00511,2025-09-14
SYN-00511,2025-09-14
SYN-00511,2026-01-11
SYN-00511,2026-01-11
SYN-00512,2025-10-19
SYN-00512,2026-05-02
SYN-00512,2026-05-02
SYN-00513,2026-01-21
SYN-00513,2026-05-07
SYN-00513,2026-05-07
SYN-00514,2026-01-12
SYN-00514,2026-03-09
SYN-00514,2026-03-09
SYN-00515,2026-03-28
SYN-00515,2026-07-08
SYN-00515,2026-07-08
SYN-00515,2026-07-08
SYN-00516,2025-09-02
SYN-00516,2025-11-15
SYN-00516,2025-11-15
SYN-00517,2025-10-05
SYN-00517,2026-03-28
SYN-00517,2026-03-28
SYN-00518,2026-07-12
SYN-00519,2026-02-27
SYN-00519,2026-06-30
SYN-00519,2026-06-30
SYN-00520,2026-08-08
SYN-00520,2026-11-16
SYN-00520,2026-11-16
SYN-00521,2026-01-08
SYN-00521,2026-07-26
SYN-00521,2026-07-26
SYN-00522,2026-07-16
SYN-00522,2026-07-16
SYN-00522,2026-10-03
SYN-00522,2026-10-03
SYN-00523,2025-12-27
SYN-00523,2026-04-21
SYN-00523,2026-04-21
SYN-00524,2025-09-18
SYN-00524,2025-12-10
SYN-00524,2025-12-10
SYN-00525,2026-04-12
SYN-00525,2026-08-15
SYN-00525,2026-08-15
SYN-00526,2026-01-18
SYN-00526,2026-07-11
SYN-00526,2026-07-11
SYN-00527,2026-04-30
SYN-00527,2026-11-03
SYN-00527,2026-11-03
SYN-00528,2026-01-03
SYN-00528,2026-04-13
SYN-00528,2026-04-13
SYN-00529,2026-05-20
SYN-00529,2026-08-22
SYN-00529,2026-08-22
SYN-00530,2026-05-02
SYN-00530,2026-11-10
SYN-00530,2026-11-10
SYN-00531,2025-12-05
SYN-00531,2026-04-12
SYN-00531,2026-04-12
SYN-00532,2025-09-27
SYN-00532,2026-02-17
SYN-00532,2026-02-17
SYN-00533,2026-04-27
SYN-00533,2026-06-25
SYN-00533,2026-06-25
SYN-00534,2026-06-11
SYN-00534,2026-08-22
SYN-00534,2026-08-22
SYN-00535,2025-11-30
SYN-00535,2026-03-09
SYN-00535,2026-03-09
SYN-00536,2026-03-26
SYN-00536,2026-09-04
SYN-00536,2026-09-04
SYN-00537,2026-02-08
SYN-00537,2026-07-09
SYN-00537,2026-07-09
SYN-00538,2026-07-03
SYN-00538,2026-12-24
SYN-00538,2026-12-24
SYN-00539,2026-01-23
SYN-00539,2026-07-11
SYN-00539,2026-07-11
SYN-00540,2026-04-22
SYN-00540,2026-06-20
SYN-00540,2026-06-20
SYN-00541,2026-01-03
SYN-00541,2026-03-13
SYN-00541,2026-03-13
SYN-00542,2026-04-01
SYN-00542,2026-07-31
SYN-00542,2026-07-31
SYN-00543,2026-02-07
SYN-00543,2026-07-14
SYN-00543,2026-07-14
SYN-00544,2026-08-23
SYN-00545,2026-03-31
SYN-00545,2026-08-02
SYN-00545,2026-08-02
SYN-00546,2025-10-02
SYN-00546,2026-01-07
SYN-00546,2026-01-07
SYN-00547,2026-04-12
SYN-00547,2026-05-21
SYN-00547,2026-05-21
SYN-00548,2026-08-13
SYN-00548,2026-11-04
SYN-00548,2026-11-04
SYN-00549,2025-09-23
SYN-00549,2026-02-09
SYN-00549,2026-02-09
SYN-00550,2026-03-22
SYN-00550,2026-08-06
SYN-00550,2026-08-06
SYN-00551,2026-06-10
SYN-00551,2026-09-26
SYN-00551,2026-09-26
SYN-00552,2025-10-03
SYN-00552,2025-10-03
SYN-00552,2026-02-25
SYN-00552,2026-02-25
SYN-00553,2026-04-07
SYN-00553,2026-05-13
SYN-00553,2026-05-13
SYN-00554,2026-07-09
SYN-00554,2026-11-08
SYN-00554,2026-11-08
SYN-00555,2026-01-12
SYN-00555,2026-02-25
SYN-00555,2026-02-25
SYN-00556,2025-12-27
SYN-00556,2026-03-10
SYN-00556,2026-03-10
SYN-00557,2026-03-26
SYN-00557,2026-06-27
SYN-00557,2026-06-27
SYN-00558,2025-11-30
SYN-00558,2026-06-02
SYN-00558,2026-06-02
SYN-00559,2026-05-04
SYN-00559,2026-10-18
SYN-00559,2026-10-18
SYN-00560,2026-06-17
SYN-00560,2026-08-11
SYN-00560,2026-08-11
SYN-00561,2025-10-17
SYN-00561,2026-03-09
SYN-00561,2026-03-09
SYN-00562,2026-03-28
SYN-00562,2026-06-06
SYN-00562,2026-06-06
SYN-00563,2026-03-30
SYN-00563,2026-06-12
SYN-00563,2026-06-12
SYN-00564,2026-08-25
SYN-00564,2026-08-25
SYN-00564,2027-01-11
SYN-00564,2027-01-11
SYN-00565,2026-06-25
SYN-00565,2026-08-27
SYN-00565,2026-08-27
SYN-00566,2026-01-27
SYN-00566,2026-06-10
SYN-00566,2026-06-10
SYN-00567,2026-07-14
SYN-00567,2026-10-17
SYN-00567,2026-10-17
SYN-00568,2026-02-02
SYN-00568,2026-04-22
SYN-00568,2026-04-22
SYN-00569,2026-03-27
SYN-00569,2026-08-26
SYN-00569,2026-08-26
SYN-00570,2026-02-16
SYN-00570,2026-06-12
SYN-00570,2026-06-12
SYN-00571,2026-05-20
SYN-00571,2026-06-26
SYN-00571,2026-06-26
SYN-00572,2026-02-17
SYN-00572,2026-06-30
SYN-00572,2026-06-30
SYN-00573,2026-01-31
SYN-00573,2026-05-20
SYN-00573,2026-05-20
SYN-00573,2026-05-20
SYN-00574,2026-06-06
SYN-00574,2026-06-06
SYN-00574,2026-08-18
SYN-00574,2026-08-18
SYN-00575,2026-05-01
SYN-00575,2026-08-26
SYN-00575,2026-08-26
SYN-00576,2026-02-01
SYN-00576,2026-06-05
SYN-00576,2026-06-05
SYN-00576,2026-06-05
SYN-00577,2025-10-22
SYN-00577,2026-02-27
SYN-00577,2026-02-27
SYN-00578,2026-01-18
SYN-00578,2026-05-13
SYN-00578,2026-05-13
SYN-00579,2026-01-06
SYN-00579,2026-07-12
SYN-00579,2026-07-12
SYN-00580,2025-12-14
SYN-00580,2026-04-29
SYN-00580,2026-04-29
SYN-00581,2025-12-20
SYN-00581,2026-06-07
SYN-00581,2026-06-07
SYN-00582,2026-08-16
SYN-00582,2026-10-29
SYN-00582,2026-10-29
SYN-00583,2025-12-19
SYN-00583,2026-04-01
SYN-00583,2026-04-01
SYN-00584,2026-06-02
SYN-00584,2026-06-02
SYN-00584,2026-11-11
SYN-00584,2026-11-11
SYN-00585,2026-08-16
SYN-00585,2026-12-02
SYN-00585,2026-12-02
SYN-00586,2026-03-29
SYN-00586,2026-07-25
SYN-00586,2026-07-25
SYN-00587,2025-10-04
SYN-00587,2026-03-28
SYN-00587,2026-03-28
SYN-00588,2026-03-23
SYN-00588,2026-08-08
SYN-00588,2026-08-08
SYN-00589,2025-10-27
SYN-00589,2026-05-14
SYN-00589,2026-05-14
SYN-00590,2026-06-03
SYN-00590,2026-08-02
SYN-00590,2026-08-02
SYN-00591,2025-12-07
SYN-00591,2026-06-09
SYN-00591,2026-06-09
SYN-00592,2025-11-05
SYN-00592,2026-05-19
SYN-00592,2026-05-19
SYN-00593,2026-03-04
SYN-00593,2026-08-15
SYN-00593,2026-08-15
SYN-00594,2026-03-08
SYN-00594,2026-05-06
SYN-00594,2026-05-06
SYN-00595,2025-10-03
SYN-00595,2026-02-18
SYN-00595,2026-02-18
SYN-00596,2026-05-17
SYN-00596,2026-11-19
SYN-00596,2026-11-19
SYN-00597,2026-02-14
SYN-00597,2026-08-09
SYN-00597,2026-08-09
SYN-00598,2026-08-23
SYN-00598,2026-10-26
SYN-00598,2026-10-26
SYN-00599,2026-03-23
SYN-00599,2026-06-01
SYN-00599,2026-06-01
SYN-00600,2025-09-11
SYN-00600,2025-11-01
SYN-00600,2025-11-01
SYN-00601,2025-11-09
SYN-00601,2025-12-31
SYN-00601,2025-12-31
SYN-00602,2026-08-14
SYN-00602,2026-11-28
SYN-00602,2026-11-28
SYN-00603,2026-05-27
SYN-00603,2026-10-07
SYN-00603,2026-10-07
SYN-00604,2026-03-29
SYN-00604,2026-10-08
SYN-00604,2026-10-08
SYN-00605,2026-01-28
SYN-00605,2026-08-03
SYN-00605,2026-08-03
SYN-00606,2026-07-03
SYN-00606,2027-01-09
SYN-00606,2027-01-09
SYN-00607,2026-02-16
SYN-00607,2026-07-19
SYN-00607,2026-07-19
SYN-00608,2026-07-21
SYN-00608,2026-12-09
SYN-00608,2026-12-09
SYN-00609,2026-03-01
SYN-00609,2026-05-17
SYN-00609,2026-05-17
SYN-00610,2026-06-19
SYN-00610,2026-10-21
SYN-00610,2026-10-21
SYN-00611,2026-02-01
SYN-00611,2026-08-09
SYN-00611,2026-08-09
SYN-00612,2026-03-20
SYN-00612,2026-06-26
SYN-00612,2026-06-26
SYN-00613,2025-10-30
SYN-00613,2026-02-13
SYN-00613,2026-02-13
SYN-00614,2026-04-27
SYN-00614,2026-06-03
SYN-00614,2026-06-03
SYN-00615,2026-06-23
SYN-00615,2026-10-07
SYN-00615,2026-10-07
SYN-00616,2025-09-23
SYN-00616,2026-01-04
SYN-00616,2026-01-04
SYN-00617,2026-04-22
SYN-00617,2026-10-12
SYN-00617,2026-10-12
SYN-00618,2026-06-03
SYN-00618,2026-07-11
SYN-00618,2026-07-11
SYN-00619,2026-02-10
SYN-00619,2026-02-10
SYN-00619,2026-04-06
SYN-00619,2026-04-06
SYN-00620,2026-06-24
SYN-00620,2027-01-01
SYN-00620,2027-01-01
SYN-00621,2026-08-25
SYN-00621,2026-11-10
SYN-00621,2026-11-10
SYN-00622,2025-11-12
SYN-00622,2026-04-08
SYN-00622,2026-04-08
SYN-00623,2025-09-30
SYN-00623,2026-04-07
SYN-00623,2026-04-07
SYN-00623,2026-04-07
SYN-00624,2026-04-08
SYN-00624,2026-08-18
SYN-00624,2026-08-18
SYN-00625,2025-10-16
SYN-00625,2026-04-23
SYN-00625,2026-04-23
SYN-00626,2026-03-02
SYN-00626,2026-08-19
SYN-00626,2026-08-19
SYN-00627,2025-09-03
SYN-00627,2026-03-19
SYN-00627,2026-03-19
SYN-00628,2026-01-05
SYN-00628,2026-06-11
SYN-00628,2026-06-11
SYN-00629,2026-06-26
SYN-00629,2026-12-23
SYN-00629,2026-12-23
SYN-00629,2026-12-23
SYN-00630,2026-04-22
SYN-00630,2026-08-31
SYN-00630,2026-08-31
SYN-00631,2026-06-15
SYN-00631,2026-11-28
SYN-00631,2026-11-28
SYN-00632,2026-04-03
SYN-00632,2026-10-19
SYN-00632,2026-10-19
SYN-00633,2026-04-04
SYN-00633,2026-06-29
SYN-00633,2026-06-29
SYN-00634,2026-07-01
SYN-00635,2026-07-01
SYN-00635,2026-10-21
SYN-00635,2026-10-21
SYN-00636,2026-08-18
SYN-00636,2026-12-28
SYN-00636,2026-12-28
SYN-00637,2026-05-17
SYN-00637,2026-10-24
SYN-00637,2026-10-24
SYN-00638,2026-04-28
SYN-00638,2026-07-08
SYN-00638,2026-07-08
SYN-00639,2025-09-08
SYN-00639,2025-10-11
SYN-00639,2025-10-11
SYN-00640,2026-03-26
SYN-00640,2026-07-16
SYN-00640,2026-07-16
SYN-00641,2026-02-24
SYN-00641,2026-06-04
SYN-00641,2026-06-04
SYN-00642,2026-05-26
SYN-00642,2026-11-26
SYN-00642,2026-11-26
SYN-00643,2025-12-04
SYN-00643,2026-04-23
SYN-00643,2026-04-23
SYN-00644,2025-10-01
SYN-00644,2026-02-16
SYN-00644,2026-02-16
SYN-00645,2026-03-22
SYN-00645,2026-03-22
SYN-00645,2026-08-02
SYN-00645,2026-08-02
SYN-00646,2025-12-28
SYN-00646,2026-06-29
SYN-00646,2026-06-29
SYN-00647,2025-11-27
SYN-00647,2026-05-30
SYN-00647,2026-05-30
SYN-00648,2026-01-13
SYN-00648,2026-04-14
SYN-00648,2026-04-14
SYN-00649,2026-08-26
SYN-00649,2026-10-15
SYN-00649,2026-10-15
SYN-00650,2026-08-03
SYN-00650,2026-09-05
SYN-00650,2026-09-05
SYN-00651,2026-04-17
SYN-00651,2026-10-01
SYN-00651,2026-10-01
SYN-00652,2026-08-21
SYN-00652,2027-01-05
SYN-00652,2027-01-05
SYN-00653,2026-01-09
SYN-00653,2026-07-16
SYN-00653,2026-07-16
SYN-00654,2026-02-03
SYN-00654,2026-06-02
SYN-00654,2026-06-02
SYN-00655,2025-11-14
SYN-00655,2026-03-07
SYN-00655,2026-03-07
SYN-00656,2026-05-11
SYN-00656,2026-05-11
SYN-00656,2026-08-21
SYN-00656,2026-08-21
SYN-00657,2026-06-03
SYN-00657,2026-10-08
SYN-00657,2026-10-08
SYN-00658,2026-03-17
SYN-00658,2026-05-23
SYN-00658,2026-05-23
SYN-00659,2026-01-11
SYN-00659,2026-03-20
