case_id,stage,event_time
SYN-00504,종결,2026-10-21
SYN-00504,결과_성공,2026-10-21
SYN-00505,제출,2026-08-17
SYN-00505,종결,2026-12-17
SYN-00505,결과_성공,2026-12-17
SYN-00506,제출,2026-07-09
SYN-00506,종결,2026-12-06
SYN-00506,결과_실패,2026-12-06
SYN-00507,제출,2025-09-25
SYN-00507,종결,2025-11-23
SYN-00507,결과_실패,2025-11-23
SYN-00508,제출,2025-12-14
SYN-00508,종결,2026-05-01
SYN-00508,결과_성공,2026-05-01
SYN-00509,제출,2025-09-21
SYN-00509,종결,2025-11-16
SYN-00509,결과_성공,2025-11-16
SYN-00510,제출,2025-09-20
SYN-00510,종결,2026-02-04
SYN-00510,결과_실패,2026-02-04
SYN-00511,제출,2025-09-14
SYN-00511,제출,2025-09-14
SYN-00511,종결,2026-01-11
SYN-00511,결과_성공,2026-01-11
SYN-00512,제출,2025-10-19
SYN-00512,종결,2026-05-02
SYN-00512,결과_실패,2026-05-02
SYN-00513,제출,2026-01-21
SYN-00513,종결,2026-05-07
SYN-00513,결과_성공,2026-05-07
SYN-00514,제출,2026-01-12
SYN-00514,종결,2026-03-09
SYN-00514,결과_성공,2026-03-09
SYN-00515,제출,2026-03-28
SYN-00515,종결,2026-07-08
SYN-00515,결과_실패,2026-07-08
SYN-00515,종결,2026-07-08
SYN-00516,제출,2025-09-02
SYN-00516,종결,2025-11-15
SYN-00516,결과_실패,2025-11-15
SYN-00517,제출,2025-10-05
SYN-00517,종결,2026-03-28
SYN-00517,결과_성공,2026-03-28
SYN-00518,제출,2026-07-12
SYN-00519,제출,2026-02-27
SYN-00519,종결,2026-06-30
SYN-00519,결과_성공,2026-06-30
SYN-00520,제출,2026-08-08
SYN-00520,종결,2026-11-16
SYN-00520,결과_실패,2026-11-16
SYN-00521,제출,2026-01-08
SYN-00521,종결,2026-07-26
SYN-00521,결과_성공,2026-07-26
SYN-00522,제출,2026-07-16
SYN-00522,제출,2026-07-16
SYN-00522,종결,2026-10-03
SYN-00522,결과_성공,2026-10-03
SYN-00523,제출,2025-12-27
SYN-00523,종결,2026-04-21
SYN-00523,결과_성공,2026-04-21
SYN-00524,제출,2025-09-18
SYN-00524,종결,2025-12-10
SYN-00524,결과_성공,2025-12-10
SYN-00525,제출,2026-04-12
SYN-00525,종결,2026-08-15
SYN-00525,결과_성공,2026-08-15
SYN-00526,제출,2026-01-18
SYN-00526,종결,2026-07-11
SYN-00526,결과_성공,2026-07-11
SYN-00527,제출,2026-04-30
SYN-00527,종결,2026-11-03
SYN-00527,결과_실패,2026-11-03
SYN-00528,제출,2026-01-03
SYN-00528,종결,2026-04-13
SYN-00528,결과_성공,2026-04-13
SYN-00529,제출,2026-05-20
SYN-00529,종결,2026-08-22
SYN-00529,결과_성공,2026-08-22
SYN-00530,제출,2026-05-02
SYN-00530,종결,2026-11-10
SYN-00530,결과_실패,2026-11-10
SYN-00531,제출,2025-12-05
SYN-00531,종결,2026-04-12
SYN-00531,결과_성공,2026-04-12
SYN-00532,제출,2025-09-27
SYN-00532,종결,2026-02-17
SYN-00532,결과_성공,2026-02-17
SYN-00533,제출,2026-04-27
SYN-00533,종결,2026-06-25
SYN-00533,결과_실패,2026-06-25
SYN-00534,제출,2026-06-11
SYN-00534,종결,2026-08-22
SYN-00534,결과_실패,2026-08-22
SYN-00535,제출,2025-11-30
SYN-00535,종결,2026-03-09
SYN-00535,결과_실패,2026-03-09
SYN-00536,제출,2026-03-26
SYN-00536,종결,2026-09-04
SYN-00536,결과_성공,2026-09-04
SYN-00537,제출,2026-02-08
SYN-00537,종결,2026-07-09
SYN-00537,결과_성공,2026-07-09
SYN-00538,제출,2026-07-03
SYN-00538,종결,2026-12-24
SYN-00538,결과_성공,2026-12-24
SYN-00539,제출,2026-01-23
SYN-00539,종결,2026-07-11
SYN-00539,결과_성공,2026-07-11
SYN-00540,제출,2026-04-22
SYN-00540,종결,2026-06-20
SYN-00540,결과_성공,2026-06-20
SYN-00541,제출,2026-01-03
SYN-00541,종결,2026-03-13
SYN-00541,결과_성공,2026-03-13
SYN-00542,제출,2026-04-01
SYN-00542,종결,2026-07-31
SYN-00542,결과_성공,2026-07-31
SYN-00543,제출,2026-02-07
SYN-00543,종결,2026-07-14
SYN-00543,결과_성공,2026-07-14
SYN-00544,제출,2026-08-23
SYN-00545,제출,2026-03-31
SYN-00545,종결,2026-08-02
SYN-00545,결과_성공,2026-08-02
SYN-00546,제출,2025-10-02
SYN-00546,종결,2026-01-07
SYN-00546,결과_성공,2026-01-07
SYN-00547,제출,2026-04-12
SYN-00547,종결,2026-05-21
SYN-00547,결과_성공,2026-05-21
SYN-00548,제출,2026-08-13
SYN-00548,종결,2026-11-04
SYN-00548,결과_성공,2026-11-04
SYN-00549,제출,2025-09-23
SYN-00549,종결,2026-02-09
SYN-00549,결과_실패,2026-02-09
SYN-00550,제출,2026-03-22
SYN-00550,종결,2026-08-06
SYN-00550,결과_성공,2026-08-06
SYN-00551,제출,2026-06-10
SYN-00551,종결,2026-09-26
SYN-00551,결과_성공,2026-09-26
SYN-00552,제출,2025-10-03
SYN-00552,제출,2025-10-03
SYN-00552,종결,2026-02-25
SYN-00552,결과_성공,2026-02-25
SYN-00553,제출,2026-04-07
SYN-00553,종결,2026-05-13
SYN-00553,결과_성공,2026-05-13
SYN-00554,제출,2026-07-09
SYN-00554,종결,2026-11-08
SYN-00554,결과_성공,2026-11-08
SYN-00555,제출,2026-01-12
SYN-00555,종결,2026-02-25
SYN-00555,결과_성공,2026-02-25
SYN-00556,제출,2025-12-27
SYN-00556,종결,2026-03-10
SYN-00556,결과_성공,2026-03-10
SYN-00557,제출,2026-03-26
SYN-00557,종결,2026-06-27
SYN-00557,결과_실패,2026-06-27
SYN-00558,제출,2025-11-30
SYN-00558,종결,2026-06-02
SYN-00558,결과_성공,2026-06-02
SYN-00559,제출,2026-05-04
SYN-00559,종결,2026-10-18
SYN-00559,결과_성공,2026-10-18
SYN-00560,제출,2026-06-17
SYN-00560,종결,2026-08-11
SYN-00560,결과_성공,2026-08-11
SYN-00561,제출,2025-10-17
SYN-00561,종결,2026-03-09
SYN-00561,결과_성공,2026-03-09
SYN-00562,제출,2026-03-28
SYN-00562,종결,2026-06-06
SYN-00562,결과_성공,2026-06-06
SYN-00563,제출,2026-03-30
SYN-00563,종결,2026-06-12
SYN-00563,결과_실패,2026-06-12
SYN-00564,제출,2026-08-25
SYN-00564,제출,2026-08-25
SYN-00564,종결,2027-01-11
SYN-00564,결과_성공,2027-01-11
SYN-00565,제출,2026-06-25
SYN-00565,종결,2026-08-27
SYN-00565,결과_성공,2026-08-27
SYN-00566,제출,2026-01-27
SYN-00566,종결,2026-06-10
SYN-00566,결과_성공,2026-06-10
SYN-00567,제출,2026-07-14
SYN-00567,종결,2026-10-17
SYN-00567,결과_성공,2026-10-17
SYN-00568,제출,2026-02-02
SYN-00568,종결,2026-04-22
SYN-00568,결과_실패,2026-04-22
SYN-00569,제출,2026-03-27
SYN-00569,종결,2026-08-26
SYN-00569,결과_성공,2026-08-26
SYN-00570,제출,2026-02-16
SYN-00570,종결,2026-06-12
SYN-00570,결과_성공,2026-06-12
SYN-00571,제출,2026-05-20
SYN-00571,종결,2026-06-26
SYN-00571,결과_성공,2026-06-26
SYN-00572,제출,2026-02-17
SYN-00572,종결,2026-06-30
SYN-00572,결과_성공,2026-06-30
SYN-00573,제출,2026-01-31
SYN-00573,종결,2026-05-20
SYN-00573,결과_성공,2026-05-20
SYN-00573,종결,2026-05-20
SYN-00574,제출,2026-06-06
SYN-00574,제출,2026-06-06
SYN-00574,종결,2026-08-18
SYN-00574,결과_실패,2026-08-18
SYN-00575,제출,2026-05-01
SYN-00575,종결,2026-08-26
SYN-00575,결과_성공,2026-08-26
SYN-00576,제출,2026-02-01
SYN-00576,종결,2026-06-05
SYN-00576,결과_성공,2026-06-05
SYN-00576,결과_성공,2026-06-05
SYN-00577,제출,2025-10-22
SYN-00577,종결,2026-02-27
SYN-00577,결과_실패,2026-02-27
SYN-00578,제출,2026-01-18
SYN-00578,종결,2026-05-13
SYN-00578,결과_성공,2026-05-13
SYN-00579,제출,2026-01-06
SYN-00579,종결,2026-07-12
SYN-00579,결과_성공,2026-07-12
SYN-00580,제출,2025-12-14
SYN-00580,종결,2026-04-29
SYN-00580,결과_실패,2026-04-29
SYN-00581,제출,2025-12-20
SYN-00581,종결,2026-06-07
SYN-00581,결과_성공,2026-06-07
SYN-00582,제출,2026-08-16
SYN-00582,종결,2026-10-29
SYN-00582,결과_성공,2026-10-29
SYN-00583,제출,2025-12-19
SYN-00583,종결,2026-04-01
SYN-00583,결과_실패,2026-04-01
SYN-00584,제출,2026-06-02
SYN-00584,제출,2026-06-02
SYN-00584,종결,2026-11-11
SYN-00584,결과_성공,2026-11-11
SYN-00585,제출,2026-08-16
SYN-00585,종결,2026-12-02
SYN-00585,결과_성공,2026-12-02
SYN-00586,제출,2026-03-29
SYN-00586,종결,2026-07-25
SYN-00586,결과_성공,2026-07-25
SYN-00587,제출,2025-10-04
SYN-00587,종결,2026-03-28
SYN-00587,결과_실패,2026-03-28
SYN-00588,제출,2026-03-23
SYN-00588,종결,2026-08-08
SYN-00588,결과_성공,2026-08-08
SYN-00589,제출,2025-10-27
SYN-00589,종결,2026-05-14
SYN-00589,결과_성공,2026-05-14
SYN-00590,제출,2026-06-03
SYN-00590,종결,2026-08-02
SYN-00590,결과_성공,2026-08-02
SYN-00591,제출,2025-12-07
SYN-00591,종결,2026-06-09
SYN-00591,결과_성공,2026-06-09
SYN-00592,제출,2025-11-05
SYN-00592,종결,2026-05-19
SYN-00592,결과_성공,2026-05-19
SYN-00593,제출,2026-03-04
SYN-00593,종결,2026-08-15
SYN-00593,결과_성공,2026-08-15
SYN-00594,제출,2026-03-08
SYN-00594,종결,2026-05-06
SYN-00594,결과_성공,2026-05-06
SYN-00595,제출,2025-10-03
SYN-00595,종결,2026-02-18
SYN-00595,결과_실패,2026-02-18
SYN-00596,제출,2026-05-17
SYN-00596,종결,2026-11-19
SYN-00596,결과_실패,2026-11-19
SYN-00597,제출,2026-02-14
SYN-00597,종결,2026-08-09
SYN-00597,결과_성공,2026-08-09
SYN-00598,제출,2026-08-23
SYN-00598,종결,2026-10-26
SYN-00598,결과_성공,2026-10-26
SYN-00599,제출,2026-03-23
SYN-00599,종결,2026-06-01
SYN-00599,결과_성공,2026-06-01
SYN-00600,제출,2025-09-11
SYN-00600,종결,2025-11-01
SYN-00600,결과_성공,2025-11-01
SYN-00601,제출,2025-11-09
SYN-00601,종결,2025-12-31
SYN-00601,결과_성공,2025-12-31
SYN-00602,제출,2026-08-14
SYN-00602,종결,2026-11-28
SYN-00602,결과_성공,2026-11-28
SYN-00603,제출,2026-05-27
SYN-00603,종결,2026-10-07
SYN-00603,결과_성공,2026-10-07
SYN-00604,제출,2026-03-29
SYN-00604,종결,2026-10-08
SYN-00604,결과_성공,2026-10-08
SYN-00605,제출,2026-01-28
SYN-00605,종결,2026-08-03
SYN-00605,결과_실패,2026-08-03
SYN-00606,제출,2026-07-03
SYN-00606,종결,2027-01-09
SYN-00606,결과_성공,2027-01-09
SYN-00607,제출,2026-02-16
SYN-00607,종결,2026-07-19
SYN-00607,결과_성공,2026-07-19
SYN-00608,제출,2026-07-21
SYN-00608,종결,2026-12-09
SYN-00608,결과_성공,2026-12-09
SYN-00609,제출,2026-03-01
SYN-00609,종결,2026-05-17
SYN-00609,결과_성공,2026-05-17
SYN-00610,제출,2026-06-19
SYN-00610,종결,2026-10-21
SYN-00610,결과_성공,2026-10-21
SYN-00611,제출,2026-02-01
SYN-00611,종결,2026-08-09
SYN-00611,결과_실패,2026-08-09
SYN-00612,제출,2026-03-20
SYN-00612,종결,2026-06-26
SYN-00612,결과_성공,2026-06-26
SYN-00613,제출,2025-10-30
SYN-00613,종결,2026-02-13
SYN-00613,결과_성공,2026-02-13
SYN-00614,제출,2026-04-27
SYN-00614,종결,2026-06-03
SYN-00614,결과_성공,2026-06-03
SYN-00615,제출,2026-06-23
SYN-00615,종결,2026-10-07
SYN-00615,결과_성공,2026-10-07
SYN-00616,제출,2025-09-23
SYN-00616,종결,2026-01-04
SYN-00616,결과_성공,2026-01-04
SYN-00617,제출,2026-04-22
SYN-00617,종결,2026-10-12
SYN-00617,결과_성공,2026-10-12
SYN-00618,제출,2026-06-03
SYN-00618,종결,2026-07-11
SYN-00618,결과_성공,2026-07-11
SYN-00619,제출,2026-02-10
SYN-00619,제출,2026-02-10
SYN-00619,종결,2026-04-06
SYN-00619,결과_실패,2026-04-06
SYN-00620,제출,2026-06-24
SYN-00620,종결,2027-01-01
SYN-00620,결과_성공,2027-01-01
SYN-00621,제출,2026-08-25
SYN-00621,종결,2026-11-10
SYN-00621,결과_실패,2026-11-10
SYN-00622,제출,2025-11-12
SYN-00622,종결,2026-04-08
SYN-00622,결과_성공,2026-04-08
SYN-00623,제출,2025-09-30
SYN-00623,종결,2026-04-07
SYN-00623,결과_실패,2026-04-07
SYN-00623,종결,2026-04-07
SYN-00624,제출,2026-04-08
SYN-00624,종결,2026-08-18
SYN-00624,결과_성공,2026-08-18
SYN-00625,제출,2025-10-16
SYN-00625,종결,2026-04-23
SYN-00625,결과_성공,2026-04-23
SYN-00626,제출,2026-03-02
SYN-00626,종결,2026-08-19
SYN-00626,결과_성공,2026-08-19
SYN-00627,제출,2025-09-03
SYN-00627,종결,2026-03-19
SYN-00627,결과_성공,2026-03-19
SYN-00628,제출,2026-01-05
SYN-00628,종결,2026-06-11
SYN-00628,결과_성공,2026-06-11
SYN-00629,제출,2026-06-26
SYN-00629,종결,2026-12-23
SYN-00629,결과_성공,2026-12-23
SYN-00629,결과_성공,2026-12-23
SYN-00630,제출,2026-04-22
SYN-00630,종결,2026-08-31
SYN-00630,결과_성공,2026-08-31
SYN-00631,제출,2026-06-15
SYN-00631,종결,2026-11-28
SYN-00631,결과_성공,2026-11-28
SYN-00632,제출,2026-04-03
SYN-00632,종결,2026-10-19
SYN-00632,결과_성공,2026-10-19
SYN-00633,제출,2026-04-04
SYN-00633,종결,2026-06-29
SYN-00633,결과_성공,2026-06-29
SYN-00634,제출,2026-07-01
SYN-00635,제출,2026-07-01
SYN-00635,종결,2026-10-21
SYN-00635,결과_성공,2026-10-21
SYN-00636,제출,2026-08-18
SYN-00636,종결,2026-12-28
SYN-00636,결과_성공,2026-12-28
SYN-00637,제출,2026-05-17
SYN-00637,종결,2026-10-24
SYN-00637,결과_성공,2026-10-24
SYN-00638,제출,2026-04-28
SYN-00638,종결,2026-07-08
SYN-00638,결과_성공,2026-07-08
SYN-00639,제출,2025-09-08
SYN-00639,종결,2025-10-11
SYN-00639,결과_성공,2025-10-11
SYN-00640,제출,2026-03-26
SYN-00640,종결,2026-07-16
SYN-00640,결과_성공,2026-07-16
SYN-00641,제출,2026-02-24
SYN-00641,종결,2026-06-04
SYN-00641,결과_실패,2026-06-04
SYN-00642,제출,2026-05-26
SYN-00642,종결,2026-11-26
SYN-00642,결과_성공,2026-11-26
SYN-00643,제출,2025-12-04
SYN-00643,종결,2026-04-23
SYN-00643,결과_실패,2026-04-23
SYN-00644,제출,2025-10-01
SYN-00644,종결,2026-02-16
SYN-00644,결과_성공,2026-02-16
SYN-00645,제출,2026-03-22
SYN-00645,제출,2026-03-22
SYN-00645,종결,2026-08-02
SYN-00645,결과_성공,2026-08-02
SYN-00646,제출,2025-12-28
SYN-00646,종결,2026-06-29
SYN-00646,결과_실패,2026-06-29
SYN-00647,제출,2025-11-27
SYN-00647,종결,2026-05-30
SYN-00647,결과_실패,2026-05-30
SYN-00648,제출,2026-01-13
SYN-00648,종결,2026-04-14
SYN-00648,결과_성공,2026-04-14
SYN-00649,제출,2026-08-26
SYN-00649,종결,2026-10-15
SYN-00649,결과_성공,2026-10-15
SYN-00650,제출,2026-08-03
SYN-00650,종결,2026-09-05
SYN-00650,결과_성공,2026-09-05
SYN-00651,제출,2026-04-17
SYN-00651,종결,2026-10-01
SYN-00651,결과_실패,2026-10-01
SYN-00652,제출,2026-08-21
SYN-00652,종결,2027-01-05
SYN-00652,결과_성공,2027-01-05
SYN-00653,제출,2026-01-09
SYN-00653,종결,2026-07-16
SYN-00653,결과_성공,2026-07-16
SYN-00654,제출,2026-02-03
SYN-00654,종결,2026-06-02
SYN-00654,결과_성공,2026-06-02
SYN-00655,제출,2025-11-14
SYN-00655,종결,2026-03-07
SYN-00655,결과_실패,2026-03-07
SYN-00656,제출,2026-05-11
SYN-00656,제출,2026-05-11
SYN-00656,종결,2026-08-21
SYN-00656,결과_성공,2026-08-21
SYN-00657,제출,2026-06-03
SYN-00657,종결,2026-10-08
SYN-00657,결과_성공,2026-10-08
SYN-00658,제출,2026-03-17
SYN-00658,종결,2026-05-23
SYN-00658,결과_성공,2026-05-23
SYN-00659,제출,2026-01-11
SYN-00659,종결,2026-03-20
SYN-00659,결과_실패,2026-03-20
SYN-00660,제출,2026-01-11
SYN-00660,종결,2026-05-19
SYN-00660,결과_성공,2026-05-19
SYN-00661,제출,2026-02-19
SYN-00661,종결,2026-04-06
SYN-00661,결과_성공,2026-04-06
SYN-00662,제출,2026-04-19
SYN-00662,종결,2026-07-07
SYN-00662,결과_실패,2026-07-07
SYN-00663,제출,2026-05-11
SYN-00663,종결,2026-06-30
SYN-00663,결과_성공,2026-06-30
SYN-00664,제출,2025-11-02
SYN-00664,종결,2026-02-19
SYN-00664,결과_실패,2026-02-19
SYN-00665,제출,2025-09-30
SYN-00665,종결,2025-12-09
SYN-00665,결과_성공,2025-12-09
SYN-00666,제출,2026-01-22
SYN-00666,종결,2026-07-07
SYN-00666,결과_성공,2026-07-07
SYN-00667,제출,2026-06-14
SYN-00667,종결,2026-08-26
SYN-00667,결과_실패,2026-08-26
SYN-00668,제출,2026-03-19
SYN-00668,종결,2026-09-15
SYN-00668,결과_성공,2026-09-15
SYN-00669,제출,2026-03-15
SYN-00669,종결,2026-05-20
SYN-00669,결과_성공,2026-05-20
SYN-00670,제출,2025-12-31
SYN-00670,종결,2026-03-13
SYN-00670,결과_성공,2026-03-13
SYN-00671,제출,2026-03-30
SYN-00671,종결,2026-07-26
SYN-00671,결과_성공,2026-07-26
SYN-00672,제출,2026-01-29
SYN-00672,종결,2026-07-18
SYN-00672,결과_성공,2026-07-18
SYN-00673,제출,2025-09-30
SYN-00673,종결,2026-02-24
SYN-00673,결과_실패,2026-02-24
SYN-00674,제출,2026-07-12
SYN-00674,종결,2026-10-05
SYN-00674,결과_성공,2026-10-05
SYN-00675,제출,2026-06-01
SYN-00675,종결,2026-09-11
SYN-00675,결과_성공,2026-09-11
SYN-00676,제출,2026-02-15
SYN-00676,종결,2026-08-10
SYN-00676,결과_성공,2026-08-10
SYN-00677,제출,2026-02-21
SYN-00677,종결,2026-07-23
SYN-00677,결과_성공,2026-07-23
SYN-00677,종결,2026-07-23
SYN-00678,제출,2026-07-04
SYN-00678,종결,2026-10-10
SYN-00678,결과_성공,2026-10-10
SYN-00679,제출,2026-08-01
SYN-00679,종결,2026-09-06
SYN-00679,결과_성공,2026-09-06
SYN-00680,제출,2025-09-25
SYN-00680,종결,2025-11-01
SYN-00680,결과_성공,2025-11-01
SYN-00681,제출,2026-02-06
SYN-00681,종결,2026-08-11
SYN-00681,결과_성공,2026-08-11
SYN-00682,제출,2026-05-14
SYN-00682,종결,2026-10-24
SYN-00682,결과_성공,2026-10-24
SYN-00683,제출,2025-11-03
SYN-00683,종결,2026-03-12
SYN-00683,결과_성공,2026-03-12
SYN-00684,제출,2026-03-02
SYN-00684,종결,2026-06-01
SYN-00684,결과_실패,2026-06-01
SYN-00685,제출,2026-03-07
SYN-00685,종결,2026-07-18
SYN-00685,결과_성공,2026-07-18
SYN-00686,제출,2026-04-08
SYN-00686,종결,2026-09-01
SYN-00686,결과_실패,2026-09-01
SYN-00687,제출,2026-07-02
SYN-00687,종결,2026-08-09
SYN-00687,결과_성공,2026-08-09
SYN-00688,제출,2025-12-04
SYN-00688,종결,2026-04-12
SYN-00688,결과_성공,2026-04-12
SYN-00689,제출,2025-11-30
SYN-00689,종결,2026-02-16
SYN-00689,결과_성공,2026-02-16
SYN-00690,제출,2026-03-25
SYN-00690,종결,2026-08-20
SYN-00690,결과_실패,2026-08-20
SYN-00691,제출,2026-02-09
SYN-00691,종결,2026-08-16
SYN-00691,결과_성공,2026-08-16
SYN-00692,제출,2026-04-01
SYN-00692,종결,2026-07-05
SYN-00692,결과_성공,2026-07-05
SYN-00693,제출,2026-08-02
SYN-00693,종결,2026-12-01
SYN-00693,결과_성공,2026-12-01
SYN-00694,제출,2026-04-18
SYN-00694,종결,2026-10-07
SYN-00694,결과_성공,2026-10-07
SYN-00695,제출,2025-10-30
SYN-00695,종결,2026-04-14
SYN-00695,결과_성공,2026-04-14
SYN-00696,제출,2026-08-10
SYN-00696,종결,2026-09-21
SYN-00696,결과_실패,2026-09-21
SYN-00697,제출,2026-07-25
SYN-00697,종결,2026-11-04
SYN-00697,결과_성공,2026-11-04
SYN-00698,제출,2026-01-25
SYN-00698,종결,2026-03-20
SYN-00698,결과_성공,2026-03-20
SYN-00699,제출,2026-08-12
SYN-00699,종결,2026-11-09
SYN-00699,결과_성공,2026-11-09
SYN-00700,제출,2026-07-16
SYN-00701,제출,2026-04-15
SYN-00701,종결,2026-10-19
SYN-00701,결과_성공,2026-10-19
SYN-00702,제출,2026-03-04
SYN-00702,종결,2026-06-25
SYN-00702,결과_성공,2026-06-25
SYN-00703,제출,2026-07-28
SYN-00703,종결,2026-09-29
SYN-00703,결과_성공,2026-09-29
SYN-00704,제출,2026-06-25
SYN-00704,종결,2026-10-29
SYN-00704,결과_성공,2026-10-29
SYN-00704,결과_성공,2026-10-29
SYN-00705,제출,2026-01-02
SYN-00705,제출,2026-01-02
SYN-00705,종결,2026-05-31
SYN-00705,결과_성공,2026-05-31
SYN-00706,제출,2025-09-10
SYN-00706,종결,2026-01-22
SYN-00706,결과_성공,2026-01-22
SYN-00707,제출,2026-01-27
SYN-00707,제출,2026-01-27
SYN-00707,종결,2026-03-02
SYN-00707,결과_성공,2026-03-02
SYN-00708,제출,2026-04-15
SYN-00708,종결,2026-10-31
SYN-00708,결과_실패,2026-10-31
SYN-00709,제출,2026-03-30
SYN-00709,종결,2026-06-20
SYN-00709,결과_성공,2026-06-20
SYN-00710,제출,2025-12-17
SYN-00710,종결,2026-06-19
SYN-00710,결과_성공,2026-06-19
SYN-00711,제출,2026-08-21
SYN-00711,종결,2026-11-28
SYN-00711,결과_실패,2026-11-28
SYN-00712,제출,2025-12-16
SYN-00712,종결,2026-02-07
SYN-00712,결과_성공,2026-02-07
SYN-00713,제출,2025-09-23
SYN-00713,종결,2026-04-09
SYN-00713,결과_성공,2026-04-09
SYN-00713,종결,2026-04-09
SYN-00714,제출,2025-10-27
SYN-00714,종결,2026-05-02
SYN-00714,결과_성공,2026-05-02
SYN-00715,제출,2026-06-25
SYN-00715,종결,2026-07-29
SYN-00715,결과_성공,2026-07-29
SYN-00716,제출,2025-12-11
SYN-00716,종결,2026-06-15
SYN-00716,결과_성공,2026-06-15
SYN-00717,제출,2025-12-07
SYN-00717,종결,2026-04-26
SYN-00717,결과_실패,2026-04-26
SYN-00718,제출,2026-04-25
SYN-00718,종결,2026-10-08
SYN-00718,결과_성공,2026-10-08
SYN-00719,제출,2026-07-06
SYN-00719,종결,2026-10-17
SYN-00719,결과_성공,2026-10-17
SYN-00720,제출,2026-07-31
SYN-00720,종결,2026-10-17
SYN-00720,결과_성공,2026-10-17
SYN-00721,제출,2025-09-27
SYN-00721,종결,2026-03-14
SYN-00721,결과_성공,2026-03-14
SYN-00722,제출,2026-02-05
SYN-00722,종결,2026-06-24
SYN-00722,결과_성공,2026-06-24
SYN-00723,제출,2026-07-08
SYN-00723,종결,2027-01-14
SYN-00723,결과_성공,2027-01-14
SYN-00724,제출,2026-01-04
SYN-00724,종결,2026-04-24
SYN-00724,결과_성공,2026-04-24
SYN-00725,제출,2026-05-04
SYN-00725,종결,2026-08-08
SYN-00725,결과_실패,2026-08-08
SYN-00726,제출,2026-03-15
SYN-00726,종결,2026-05-04
SYN-00726,결과_성공,2026-05-04
SYN-00727,제출,2026-05-16
SYN-00727,종결,2026-11-06
SYN-00727,결과_성공,2026-11-06
SYN-00728,제출,2026-03-25
SYN-00728,종결,2026-07-23
SYN-00728,결과_성공,2026-07-23
SYN-00728,결과_성공,2026-07-23
SYN-00729,제출,2026-01-17
SYN-00729,종결,2026-03-20
SYN-00729,결과_실패,2026-03-20
SYN-00730,제출,2025-09-20
SYN-00730,종결,2026-04-03
SYN-00730,결과_성공,2026-04-03
SYN-00731,제출,2025-09-07
SYN-00731,종결,2025-12-06
SYN-00731,결과_성공,2025-12-06
SYN-00732,제출,2026-08-07
SYN-00733,제출,2025-09-20
SYN-00733,종결,2026-02-03
SYN-00733,결과_실패,2026-02-03
SYN-00734,제출,2026-03-11
SYN-00734,종결,2026-06-20
SYN-00734,결과_성공,2026-06-20
SYN-00735,제출,2025-11-13
SYN-00735,종결,2025-12-25
SYN-00735,결과_성공,2025-12-25
SYN-00736,제출,2026-02-01
SYN-00736,제출,2026-02-01
SYN-00736,종결,2026-03-15
SYN-00736,결과_실패,2026-03-15
SYN-00737,제출,2026-03-09
SYN-00737,종결,2026-06-19
SYN-00737,결과_실패,2026-06-19
SYN-00738,제출,2026-07-19
SYN-00738,종결,2026-08-27
SYN-00738,결과_성공,2026-08-27
SYN-00739,제출,2026-06-06
SYN-00739,종결,2026-12-12
SYN-00739,결과_성공,2026-12-12
SYN-00740,제출,2025-11-14
SYN-00740,종결,2026-04-08
SYN-00740,결과_성공,2026-04-08
SYN-00741,제출,2025-10-13
SYN-00741,종결,2026-01-25
SYN-00741,결과_성공,2026-01-25
SYN-00742,제출,2025-12-23
SYN-00742,종결,2026-03-29
SYN-00742,결과_성공,2026-03-29
SYN-00743,제출,2026-08-10
SYN-00743,종결,2026-10-21
SYN-00743,결과_실패,2026-10-21
SYN-00744,제출,2025-12-06
SYN-00744,제출,2025-12-06
SYN-00744,종결,2026-06-13
SYN-00744,결과_성공,2026-06-13
SYN-00745,제출,2025-09-22
SYN-00745,종결,2025-10-24
SYN-00745,결과_성공,2025-10-24
SYN-00746,제출,2025-10-20
SYN-00746,종결,2026-02-22
SYN-00746,결과_성공,2026-02-22
SYN-00747,제출,2025-11-11
SYN-00747,종결,2025-12-12
SYN-00747,결과_성공,2025-12-12
SYN-00748,제출,2025-10-17
SYN-00748,종결,2026-01-14
SYN-00748,결과_실패,2026-01-14
SYN-00749,제출,2025-11-29
SYN-00749,종결,2026-04-11
SYN-00749,결과_성공,2026-04-11
SYN-00750,제출,2026-06-10
SYN-00750,종결,2026-10-28
SYN-00750,결과_실패,2026-10-28
SYN-00751,제출,2026-04-21
SYN-00751,종결,2026-10-12
SYN-00751,결과_성공,2026-10-12
SYN-00752,제출,2026-03-15
SYN-00752,종결,2026-09-29
SYN-00752,결과_실패,2026-09-29
SYN-00753,제출,2026-04-01
SYN-00753,종결,2026-05-08
SYN-00753,결과_성공,2026-05-08
SYN-00754,제출,2026-03-17
SYN-00754,종결,2026-07-11
SYN-00754,결과_성공,2026-07-11
SYN-00755,제출,2026-04-10
SYN-00755,종결,2026-07-31
SYN-00755,결과_성공,2026-07-31
SYN-00755,종결,2026-07-31
SYN-00756,제출,2026-01-25
SYN-00756,종결,2026-06-22
SYN-00756,결과_성공,2026-06-22
SYN-00757,제출,2026-03-15
SYN-00757,종결,2026-04-19
SYN-00757,결과_성공,2026-04-19
SYN-00758,제출,2025-11-16
SYN-00758,종결,2025-12-31
SYN-00758,결과_성공,2025-12-31
SYN-00759,제출,2026-07-15
